ID,Name,Stoichiometry,Enzyme,Rate law,Rate parameters,Type
Transcription_MG520,Transcription (MG520),15 ATP + 24 CTP + 21 GTP + 22 UTP + 1 H2O -> 1 MG520 + 82 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG520*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG520 = 0.000278,transcription
Transcription_TU_253,Transcription (MG_521),300 ATP + 94 CTP + 92 GTP + 189 UTP + 1 H2O -> 1 TU_253 + 675 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_253*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_253 = 0.002632,transcription
Transcription_TU_254,Transcription (MG_351),182 ATP + 92 CTP + 65 GTP + 216 UTP + 1 H2O -> 1 TU_254 + 555 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_254*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_254 = 0.003872,transcription
Transcription_TU_255,Transcription (MG_352),154 ATP + 73 CTP + 74 GTP + 200 UTP + 1 H2O -> 1 TU_255 + 501 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_255*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_255 = 0.002632,transcription
Transcription_TU_256,Transcription (MG_353),84 ATP + 57 CTP + 49 GTP + 140 UTP + 1 H2O -> 1 TU_256 + 330 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_256*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_256 = 0.002632,transcription
Transcription_TU_257,Transcription (MG_354),141 ATP + 52 CTP + 59 GTP + 162 UTP + 1 H2O -> 1 TU_257 + 414 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_257*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_257 = 0.002632,transcription
Transcription_TU_258,Transcription (MG_355),653 ATP + 379 CTP + 288 GTP + 825 UTP + 1 H2O -> 1 TU_258 + 2145 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_258*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_258 = 0.003522,transcription
Transcription_TU_259,Transcription (MG_356),305 ATP + 122 CTP + 109 GTP + 307 UTP + 1 H2O -> 1 TU_259 + 843 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_259*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_259 = 0.002632,transcription
Transcription_TU_260,Transcription (MG_357),391 ATP + 207 CTP + 142 GTP + 442 UTP + 1 H2O -> 1 TU_260 + 1182 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_260*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_260 = 0.003230,transcription
Transcription_TU_261,Transcription (MG_358 - MG_359),465 ATP + 242 CTP + 187 GTP + 622 UTP + 1 H2O -> 1 TU_261 + 1516 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_261*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_261 = 0.002347,transcription
Transcription_TU_262,Transcription (MG_360),449 ATP + 170 CTP + 144 GTP + 473 UTP + 1 H2O -> 1 TU_262 + 1236 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_262*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_262 = 0.002084,transcription
Transcription_TU_263,Transcription (MG_361 - MG_363),320 ATP + 216 CTP + 129 GTP + 391 UTP + 1 H2O -> 1 TU_263 + 1056 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_263*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_263 = 0.002579,transcription
Transcription_TU_264,Transcription (MG_522),76 ATP + 33 CTP + 32 GTP + 126 UTP + 1 H2O -> 1 TU_264 + 267 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_264*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_264 = 0.004835,transcription
Transcription_TU_265,Transcription (MG_364),174 ATP + 120 CTP + 78 GTP + 303 UTP + 1 H2O -> 1 TU_265 + 675 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_265*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_265 = 0.002632,transcription
Transcription_TU_266,Transcription (MG_365),312 ATP + 144 CTP + 118 GTP + 362 UTP + 1 H2O -> 1 TU_266 + 936 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_266*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_266 = 0.003632,transcription
Transcription_TU_267,Transcription (MG_366),711 ATP + 248 CTP + 213 GTP + 832 UTP + 1 H2O -> 1 TU_267 + 2004 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_267*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_267 = 0.002632,transcription
Transcription_TU_268,Transcription (MG_367 - MG_369),1139 ATP + 582 CTP + 436 GTP + 1281 UTP + 1 H2O -> 1 TU_268 + 3438 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_268*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_268 = 0.003056,transcription
Transcription_TU_269,Transcription (MG_370),321 ATP + 127 CTP + 133 GTP + 391 UTP + 1 H2O -> 1 TU_269 + 972 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_269*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_269 = 0.002632,transcription
Transcription_TU_270,Transcription (MG_371),324 ATP + 161 CTP + 144 GTP + 346 UTP + 1 H2O -> 1 TU_270 + 975 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_270*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_270 = 0.002632,transcription
Transcription_TU_271,Transcription (MG_372 - MG_375),1569 ATP + 704 CTP + 538 GTP + 1691 UTP + 1 H2O -> 1 TU_271 + 4502 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_271*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_271 = 0.002477,transcription
Transcription_TU_272,Transcription (MG_376),98 ATP + 55 CTP + 39 GTP + 123 UTP + 1 H2O -> 1 TU_272 + 315 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_272*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_272 = 0.002632,transcription
Transcription_TU_273,Transcription (MG_377),194 ATP + 97 CTP + 65 GTP + 226 UTP + 1 H2O -> 1 TU_273 + 582 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_273*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_273 = 0.002632,transcription
Transcription_TU_274,Transcription (MG_378),575 ATP + 238 CTP + 196 GTP + 605 UTP + 1 H2O -> 1 TU_274 + 1614 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_274*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_274 = 0.003522,transcription
Transcription_TU_275,Transcription (MG_379 - MG_381),983 ATP + 437 CTP + 395 GTP + 1244 UTP + 1 H2O -> 1 TU_275 + 3059 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_275*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_275 = 0.003288,transcription
Transcription_MG523,Transcription (MG523),19 ATP + 22 CTP + 21 GTP + 14 UTP + 1 H2O -> 1 MG523 + 76 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG523*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG523 = 0.000278,transcription
Transcription_TU_277,Transcription (MG_382),192 ATP + 114 CTP + 77 GTP + 259 UTP + 1 H2O -> 1 TU_277 + 642 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_277*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_277 = 0.002984,transcription
Transcription_TU_278,Transcription (MG_383),249 ATP + 125 CTP + 98 GTP + 275 UTP + 1 H2O -> 1 TU_278 + 747 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_278*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_278 = 0.002122,transcription
Transcription_TU_279,Transcription (MG_384),437 ATP + 242 CTP + 152 GTP + 471 UTP + 1 H2O -> 1 TU_279 + 1302 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_279*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_279 = 0.002984,transcription
Transcription_TU_280,"Transcription (MG_385, MG_524)",507 ATP + 174 CTP + 167 GTP + 483 UTP + 1 H2O -> 1 TU_280 + 1331 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_280*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_280 = 0.002632,transcription
Transcription_TU_281,Transcription (MG_386),1387 ATP + 808 CTP + 759 GTP + 1897 UTP + 1 H2O -> 1 TU_281 + 4851 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_281*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_281 = 0.002632,transcription
Transcription_TU_282,Transcription (MG_387 - MG_388),452 ATP + 189 CTP + 173 GTP + 511 UTP + 1 H2O -> 1 TU_282 + 1325 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_282*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_282 = 0.003319,transcription
Transcription_TU_283,Transcription (MG_389),127 ATP + 50 CTP + 49 GTP + 158 UTP + 1 H2O -> 1 TU_283 + 384 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_283*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_283 = 0.002632,transcription
Transcription_TU_284,Transcription (MG_390),702 ATP + 304 CTP + 252 GTP + 725 UTP + 1 H2O -> 1 TU_284 + 1983 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_284*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_284 = 0.002632,transcription
Transcription_TU_285,Transcription (MG_391 - MG_393),997 ATP + 651 CTP + 472 GTP + 1217 UTP + 1 H2O -> 1 TU_285 + 3337 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_285*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_285 = 0.003134,transcription
Transcription_TU_286,Transcription (MG_394),413 ATP + 224 CTP + 191 GTP + 393 UTP + 1 H2O -> 1 TU_286 + 1221 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_286*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_286 = 0.004465,transcription
Transcription_TU_287,Transcription (MG_395),474 ATP + 241 CTP + 239 GTP + 621 UTP + 1 H2O -> 1 TU_287 + 1575 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_287*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_287 = 0.002632,transcription
Transcription_TU_288,Transcription (MG_396 - MG_397),754 ATP + 309 CTP + 277 GTP + 820 UTP + 1 H2O -> 1 TU_288 + 2160 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_288*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_288 = 0.001893,transcription
Transcription_TU_289,Transcription (MG_398),127 ATP + 63 CTP + 53 GTP + 159 UTP + 1 H2O -> 1 TU_289 + 402 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_289*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_289 = 0.006817,transcription
Transcription_TU_290,Transcription (MG_399),460 ATP + 282 CTP + 210 GTP + 479 UTP + 1 H2O -> 1 TU_290 + 1431 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_290*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_290 = 0.002048,transcription
Transcription_TU_291,Transcription (MG_400 - MG_401),778 ATP + 418 CTP + 329 GTP + 871 UTP + 1 H2O -> 1 TU_291 + 2396 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_291*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_291 = 0.001472,transcription
Transcription_TU_292,Transcription (MG_402 - MG_405),845 ATP + 383 CTP + 302 GTP + 812 UTP + 1 H2O -> 1 TU_292 + 2342 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_292*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_292 = 0.002443,transcription
Transcription_TU_293,Transcription (MG_406),203 ATP + 62 CTP + 61 GTP + 151 UTP + 1 H2O -> 1 TU_293 + 477 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_293*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_293 = 0.002632,transcription
Transcription_TU_294,Transcription (MG_407),411 ATP + 249 CTP + 200 GTP + 517 UTP + 1 H2O -> 1 TU_294 + 1377 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_294*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_294 = 0.002479,transcription
Transcription_TU_295,Transcription (MG_408),153 ATP + 80 CTP + 52 GTP + 189 UTP + 1 H2O -> 1 TU_295 + 474 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_295*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_295 = 0.003144,transcription
Transcription_TU_296,Transcription (MG_409 - MG_412),1690 ATP + 694 CTP + 636 GTP + 1732 UTP + 1 H2O -> 1 TU_296 + 4752 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_296*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_296 = 0.002377,transcription
Transcription_TU_297,Transcription (MG_414),1043 ATP + 426 CTP + 373 GTP + 1269 UTP + 1 H2O -> 1 TU_297 + 3111 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_297*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_297 = 0.002632,transcription
Transcription_TU_298,Transcription (MG_525),696 ATP + 238 CTP + 214 GTP + 847 UTP + 1 H2O -> 1 TU_298 + 1995 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_298*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_298 = 0.002632,transcription
Transcription_TU_299,Transcription (MG_417),124 ATP + 73 CTP + 56 GTP + 146 UTP + 1 H2O -> 1 TU_299 + 399 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_299*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_299 = 0.002839,transcription
Transcription_TU_300,Transcription (MG_418),126 ATP + 81 CTP + 53 GTP + 181 UTP + 1 H2O -> 1 TU_300 + 441 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_300*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_300 = 0.002589,transcription
Transcription_TU_301,"Transcription (MG_419, MG_421, MG_422, MG_423)",2974 ATP + 1316 CTP + 1155 GTP + 3421 UTP + 1 H2O -> 1 TU_301 + 8866 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_301*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_301 = 0.003685,transcription
Transcription_TU_302,Transcription (MG_424),70 ATP + 39 CTP + 40 GTP + 112 UTP + 1 H2O -> 1 TU_302 + 261 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_302*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_302 = 0.002379,transcription
Transcription_TU_303,Transcription (MG_425),401 ATP + 198 CTP + 212 GTP + 539 UTP + 1 H2O -> 1 TU_303 + 1350 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_303*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_303 = 0.004300,transcription
Transcription_TU_304,Transcription (MG_426),51 ATP + 27 CTP + 35 GTP + 82 UTP + 1 H2O -> 1 TU_304 + 195 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_304*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_304 = 0.003419,transcription
